,iso,glcode,language,level,branch,family,macroarea,country,lat,lon,from
14147,axg,mato1253,Mato Grosso Arára,language,,nan,South America,BR,-9.172609,-60.628867,glot
14148,,mato1251,Matondoni,dialect,,Atlantic-Congo,Africa,,,,glot
14149,mtm,mato1250,Mator-Taigi-Karagas,language,,Uralic,Eurasia,RU,53.4349,102.856,glot
14150,,mats1243,Matses subgroup,family,,pano1259,,,,,glot
14151,,mats1245,Matsi-Nan,family,,araw1281,,,,,glot
14152,,mats1242,Matsungan,dialect,,Austronesian,Papunesia,,,,glot
14153,mcf,mats1244,Matsés,language,Panoan,Panoan,South America,PE BR,-5.41666666667,-73.25,wals1
14154,mvb,matt1238,Mattole,language,Athapaskan,Na-Dene,North America,US,40.1666666667,-124.166666667,wals1
14155,,matt1239,Mattole,dialect,,atha1245,North America,,,,glot
14156,mvb,matt1238,Mattole-Bear River,language,,atha1245,North America,US,40.4321,-122.863,glot
14157,,matu1264,Matu,dialect,,Austronesian,Papunesia,,,,glot
14158,,matu1262,Matu Melanau,dialect,,Austronesian,Papunesia,,,,glot
14159,mjk,matu1261,Matukar,language,Oceanic,Austronesian,Papunesia,PG,-4.91666666667,145.75,wals1
14160,,matu1257,Matumba,dialect,,Atlantic-Congo,Africa,,,,glot
14161,mgw,matu1259,Matumbi,language,,Atlantic-Congo,Africa,TZ,-8.53734,39.0409,glot
14162,,matu1263,Matumbic,family,,Atlantic-Congo,,,,,glot
14163,,matu1256,Matupi Daai,dialect,,Sino-Tibetan,Eurasia,,,,glot
14164,,matu1260,Matupit,dialect,,Austronesian,Papunesia,,,,glot
14165,mgw,matu1259,Matuumbi,language,Bantoid,Niger-Congo,Africa,TZ,-8.5,39.0,wals1
14166,,matw1238,Matwanly,dialect,,Sino-Tibetan,Eurasia,,,,glot
14167,stj,maty1235,Matya Samo,language,,mand1469,Africa,BF ML,13.1027,-3.25128,glot
14168,mpq,mati1255,Matís,language,,pano1259,South America,BR,-4.3553,-70.2079,glot
14169,,maub1238,Maubin,dialect,,Sino-Tibetan,Eurasia,,,,glot
14170,mxx,maho1249,Mauka,language,Western Mande,Mande,Africa,CI,8.33333333333,-7.5,wals1
14171,,mauk1239,Maukauro,dialect,,Austronesian,Papunesia,,,,glot
14172,,mauk1238,Mauke,dialect,,Austronesian,Papunesia,,,,glot
14173,,maum1238,Maumbi,dialect,,Austronesian,Papunesia,,,,glot
14174,,maun1242,Maunabudhuk and Bodhe Local Sign,language,,,Eurasia,,26.92253,87.43858,glot
14175,mph,maun1240,Maung,language,Iwaidjan,Iwaidjan,Australia,AU,-11.9166666667,133.5,wals1
14176,,maur1239,Mauritian Bhojpuri,dialect,,Indo-European,Eurasia,,,,glot
14177,mfe,mori1278,Mauritian Creole,language,Creoles and Pidgins,other,Africa,MU,-20.3333333333,57.5,wals1
14178,lsy,maur1240,Mauritian Sign Language,language,,,Africa,,-20.166667,57.516667,glot
14179,,maur1241,Maurom,dialect,,sepi1257,Papunesia,,,,glot
14180,,maut1237,Maututu,dialect,,Austronesian,Papunesia,,,,glot
14181,mhl,mauw1238,Mauwake,language,,Nuclear Trans New Guinea,Papunesia,PG,-4.52416,145.394,glot
14182,,mavi1238,Maviha,dialect,,Atlantic-Congo,Africa,,,,glot
14183,,mavo1238,Mavoumay,dialect,,Afro-Asiatic,Africa,,,,glot
14184,mcw,mawa1270,Mawa (Chad),language,,Afro-Asiatic,Africa,TD,11.7461,18.2999,glot
14185,wma,mawa1236,Mawa (Nigeria),language,,,Africa,,10.8527,9.72407,glot
14186,,mawa1265,Mawae,dialect,,Nuclear Trans New Guinea,Papunesia,,,,glot
14187,mjj,mawa1266,Mawak,language,,Nuclear Trans New Guinea,Papunesia,PG,-4.61817,145.283,glot
14188,,mawa1268,Mawakwa,language,,,South America,,3.11,-66.238404,glot
14189,mcz,mawa1267,Mawan,language,,Nuclear Trans New Guinea,Papunesia,PG,-5.2219,145.589,glot
14190,,mawa1264,Mawasangka,dialect,,Austronesian,Papunesia,,,,glot
14191,,mawa1263,Mawasi,dialect,,Austroasiatic,Eurasia,,,,glot
14192,mzx,mawa1271,Mawayana,language,,,South America,,1.98815,-58.5046,glot
14193,mke,mawc1242,Mawchi,language,Indic,Indo-European,Eurasia,IN,21.3333333333,73.6666666667,wals1
14194,mgk,mawe1251,Mawes,language,,nan,Papunesia,ID,-2.36944,139.752,glot
14195,,mawe1252,Maweti-Guarani,family,,Tupian,,,,,glot
14196,mph,maun1240,Mawng,language,,iwai1246,Australia,AU,-11.66,133.376,glot
14197,,maxa1248,Maxakali Sign Language,language,,,South America,,-16.863682,-40.594224,glot
14198,,maxa1246,Maxakalian,family,,nucl1710,,,,,glot
14199,mbl,maxa1247,Maxakalí,language,Maxakalí,Macro-Ge,South America,BR,-18.0,-40.0,wals1
14200,mxl,maxi1236,Maxi Gbe,language,,Atlantic-Congo,Africa,BJ TG,7.57292,1.78181,glot
14201,,mayy1239,May,dialect,,Austroasiatic,Eurasia,,17.98149,105.62218,glot
14202,sym,maya1281,Maya Samo,language,,mand1469,Africa,BF,13.1811,-2.72732,glot
14203,yus,maya1286,"Maya, Chan Santa Cruz",language,,,North America,,,,glot
14204,,maya1288,Maya-Matbat,family,,Austronesian,,,,,glot
14205,,maya1279,Mayabic,family,,Pama-Nyungan,,,,,glot
14206,xmy,maya1280,Mayaguduna,language,,Pama-Nyungan,Australia,AU,-18.1147,140.337,glot
14207,,maya1287,Mayan,family,,nan,,,,,glot
14208,,maya1277,Mayang,dialect,,Indo-European,Eurasia,,,,glot
14209,yan,maya1285,Mayangna,language,,misu1242,North America,NI,14.1259,-84.3439,glot
14210,yan,,Mayangna,language,,,North America,,13.0,-84.5,wals2
14211,,maya1278,Mayar,dialect,,Sino-Tibetan,Eurasia,,,,glot
14212,,maya1284,Mayayero,dialect,,guah1252,South America,,,,glot
14213,ayz,maib1239,Maybrat,language,North-Central Bird's Head,West Papuan,Papunesia,ID,-1.33333333333,132.5,wals1
14214,ayz,maib1239,Maybrat-Karon,language,,nan,Papunesia,ID,-1.3679,132.591,glot
14215,myc,maye1238,Mayeka,dialect,,Atlantic-Congo,Africa,CD,4.0,24.0,glot
14216,xyk,mayi1236,Mayi-Kulan,dialect,,Pama-Nyungan,Australia,AU,-18.56,141.46,glot
14217,xyt,mayi1234,Mayi-Thakurti,dialect,,Pama-Nyungan,Australia,AU,-20.0,140.63,glot
14218,,mayk1239,Mayi-Yapi,language,Northern Pama-Nyungan,Pama-Nyungan,Australia,AU,-20.0,141.0,wals1
14219,xyj,mayi1235,Mayi-Yapi,dialect,,Pama-Nyungan,Australia,AU,-19.25,140.61,glot
14220,mnt,mayk1239,Maykulan,language,,Pama-Nyungan,Australia,AU,-20.4352,140.481,glot
14221,mfy,mayo1264,Mayo,language,Cahita,Uto-Aztecan,North America,MX,26.0,-108.0,wals1
14222,,mayo1267,Mayo (Brazil),language,,,South America,,,,glot
14223,,mayo1279,Mayo Djarendi-Mandi,dialect,,Atlantic-Congo,Africa,,,,glot
14224,,mayo1269,Mayo Group,family,,pano1259,,,,,glot
14225,,mayo1278,Mayo-Pasi,family,,sepi1257,,,,,glot
14226,,mayo1263,Mayo-Yessan,dialect,,sepi1257,Papunesia,,,,glot
14227,mdm,mayo1261,Mayogo,language,,Atlantic-Congo,Africa,CD,2.79827,27.8282,glot
14228,,mayo1260,Mayogo-Bangba,family,,Atlantic-Congo,,,,,glot
14229,,mayo1265,Mayongong,dialect,,cari1283,South America,,,,glot
14230,,mayo1277,Mayoruna Branch,family,,pano1259,,,,,glot
14231,,mayo1271,Mayoruna-Amazon,language,,pano1259,South America,BR,-4.322858,-70.280457,glot
14232,,mayo1270,Mayoruna-Jandiatuba,language,,pano1259,South America,BR,-4.979863,-70.038757,glot
14233,,mayo1272,Mayoruna-Tabatinga,language,,pano1259,South America,BR,-4.289992,-69.873963,glot
14234,ifu,mayo1262,Mayoyao Ifugao,language,,Austronesian,Papunesia,PH,16.9984,121.29,glot
14235,,mayr1237,Mayrinax,dialect,,Austronesian,Papunesia,,,,glot
14236,,mayu1240,Mayu,dialect,,bert1248,Africa,,,,glot
14237,,maza1306,Maza,language,,Sino-Tibetan,Eurasia,CN,23.546095,105.516304,glot
14238,,maza1303,Mazagwa,dialect,,Afro-Asiatic,Africa,,,,glot
14239,dkx,maza1304,Mazagway,language,,Afro-Asiatic,Africa,CM,10.175,13.6873,glot
14240,maz,maza1293,Mazahua,language,Otomian,Oto-Manguean,North America,MX,19.4166666667,-99.9166666667,wals1
14241,zpy,maza1294,Mazaltepec Zapotec,language,,otom1299,North America,MX,17.1547,-96.8791,glot
14242,mzn,maza1291,Mazanderani,language,Iranian,Indo-European,Eurasia,IR,36.5,52.0,wals1
14243,,maza1305,Mazanderani-Shahmirzadi,family,,Indo-European,,,,,glot
14244,,maza1310,Mazari,dialect,,Indo-European,Eurasia,,,,glot
14245,maq,chiq1250,Mazatec (Chiquihuitlán),language,Popolocan,Oto-Manguean,North America,MX,17.75,-96.9166666667,wals1
14246,mau,huau1238,Mazatec (Huautla),language,Popolocan,Oto-Manguean,North America,MX,18.25,-96.8333333333,wals1
14247,,maza1307,Mazatec A,family,,otom1299,,,,,glot
14248,,maza1308,Mazatec B,family,,otom1299,,,,,glot
14249,,maza1309,Mazatec C,family,,otom1299,,,,,glot
14250,,maza1295,Mazatecan,family,,otom1299,,,,,glot
14251,vmz,maza1296,Mazatlán Mazatec,language,,otom1299,North America,MX,18.0829,-96.8889,glot
14252,mzl,maza1292,Mazatlán Mixe,language,,mixe1284,North America,MX,17.0156,-95.2833,glot
14253,,main1274,Maïngao,dialect,,cent2225,Africa,,,,glot
14254,,mane1261,Mañegu,dialect,,Indo-European,Eurasia,,,,glot
14255,mfc,mbaa1245,Mba,language,,Atlantic-Congo,Africa,CD,1.06885,25.143,glot
14256,,mbaa1246,Mbaan,dialect,,Austronesian,Papunesia,,,,glot
14257,,mbaa1250,Mbaaru,dialect,,Afro-Asiatic,Africa,,,,glot
14258,,mbab1239,Mbabaram,language,Northern Pama-Nyungan,Pama-Nyungan,Australia,AU,-17.1666666667,145.0,wals1
14259,,mbad1234,Mbadja,dialect,,Atlantic-Congo,Africa,,,,glot
14260,,mbag1238,Mbagani,dialect,,Atlantic-Congo,Africa,,,,glot
14261,,mbag1239,Mbagani-Lwalwa,family,,Atlantic-Congo,,,,,glot
14262,,mbah1238,Mbah,dialect,,Atlantic-Congo,Africa,,,,glot
14263,,mbai1249,Mbai,dialect,,nilo1247,Africa,,,,glot
14264,,mbai1247,Mbai (Northwest Gbaya),dialect,,Atlantic-Congo,Africa,,,,glot
14265,,mbai1246,Mbaic,family,,Atlantic-Congo,,,,,glot
14266,,mbai1248,Mbaise,dialect,,Atlantic-Congo,Africa,,,,glot
14267,,mbak1242,Mbaka,dialect,,Atlantic-Congo,Africa,,,,glot
14268,mdp,mbal1257,Mbala,language,,Atlantic-Congo,Africa,CD,-5.11888,18.041,glot
14269,,mbal1259,Mbala-Holu-Sondi (K.10),family,,Atlantic-Congo,,,,,glot
14270,,mbal1260,Mbala-Sondi,family,,Atlantic-Congo,,,,,glot
14271,,mbal1262,Mbalanhu,dialect,,Atlantic-Congo,Africa,,,,glot
14272,lnb,mbal1255,Mbalanhu,language,Bantoid,Niger-Congo,Africa,,-17.5,15.0,wals1
14273,,mbal1256,Mbale,dialect,,Atlantic-Congo,Africa,,,,glot
14274,,mbal1258,Mballa,dialect,,Atlantic-Congo,Africa,,,,glot
14275,,mbal1261,Mbalundu,dialect,,Atlantic-Congo,Africa,,,,glot
14276,,mbam1252,Mbam,family,,Atlantic-Congo,,,,,glot
14277,,mbam1254,Mbam-Bubi-Jarawan,family,,Atlantic-Congo,,,,,glot
14278,,mbam1249,Mbam-Nkam,family,,Atlantic-Congo,,,,,glot
14279,,mbam1253,Mbam-Nkam Nun,family,,Atlantic-Congo,,,,,glot
14280,,mbam1255,Mbamaka-Tapi,dialect,,Atlantic-Congo,Africa,,,,glot
14281,,mbam1248,Mbamba,dialect,,Atlantic-Congo,Africa,,,,glot
14282,,mbam1247,Mbamu,dialect,,Atlantic-Congo,Africa,,,,glot
14283,,mban1265,Mbandieru,dialect,,Atlantic-Congo,Africa,,,,glot
14284,zmz,mban1263,Mbandja,language,,Atlantic-Congo,Africa,CD CF CG,3.98003,19.4455,glot
14285,,mban1266,Mbang,dialect,,Atlantic-Congo,Africa,,,,glot
14286,mxg,mban1264,Mbangala,language,,Atlantic-Congo,Africa,AO,-9.15592,17.4086,glot
14287,mgn,mban1262,Mbangi,language,,Atlantic-Congo,Africa,CF,4.69967,22.06451,glot
14288,zmn,mban1268,Mbangwe,language,,Atlantic-Congo,Africa,CG GA,-2.28729,13.5956,glot
14289,,mban1270,Mbanua,dialect,,Austronesian,Papunesia,,,,glot
14290,,mban1269,Mbanyö,dialect,,Austronesian,Papunesia,,,,glot
14291,,mbar1262,Mbar,dialect,,Atlantic-Congo,Africa,,,,glot
14292,mpk,mbar1260,Mbara,language,Biu-Mandara,Afro-Asiatic,Africa,TD,11.0,15.4166666667,wals1
14293,,mbar1261,Mbara (Australia),dialect,,Pama-Nyungan,Australia,,,,glot
14294,mpk,mbar1260,Mbara (Chad),language,,Afro-Asiatic,Africa,TD,10.91,15.54,glot
14295,mvl,mbar1254,Mbara-Yanga,language,,Pama-Nyungan,Australia,AU,-19.29,142.475904,glot
14296,,mbar1255,Mbaru,dialect,,Atlantic-Congo,Africa,,,,glot
14297,,mbat1250,Mbat,dialect,,Atlantic-Congo,Africa,,,,glot
14298,,mbat1251,Mbat (Nigeria),dialect,,Atlantic-Congo,Africa,,,,glot
14299,mdn,mbat1248,Mbati,language,,Atlantic-Congo,Africa,CF,3.94184,17.7529,glot
14300,,mbat1249,Mbati of Mbaïki,dialect,,Atlantic-Congo,Africa,,,,glot
14301,gwa,mbat1247,Mbato,language,,Atlantic-Congo,Africa,CI,5.34421,-3.70421,glot
14302,myb,mbay1241,Mbay,language,Bongo-Bagirmi,Central Sudanic,Africa,TD,8.25,17.5,wals1
14303,mfo,mbee1249,Mbe,language,,Atlantic-Congo,Africa,NG,6.57067,8.82998,glot
14304,mtk,mbee1250,Mbe',language,,Atlantic-Congo,Africa,CM,6.25838,11.0906,glot
14305,,mbec1238,Mbeci,dialect,,Atlantic-Congo,Africa,,,,glot
14306,xmd,mbed1242,Mbedam,language,,Afro-Asiatic,Africa,CM,10.466,13.9322,glot
14307,,mbed1238,Mbedzi,dialect,,Atlantic-Congo,Africa,,,,glot
14308,,mbee1248,Mbeere,dialect,,Atlantic-Congo,Africa,,,,glot
14309,,mbej1238,Mbeji,dialect,,Atlantic-Congo,Africa,,,,glot
14310,,mbel1241,Mbele-Cenga-Bonjo,dialect,,Atlantic-Congo,Africa,,,,glot
14311,mql,mbel1240,Mbelime,language,,Atlantic-Congo,Africa,BJ TG,10.4532,0.95645,glot
14312,,mbem1251,Mbembe-Legbo,family,,Atlantic-Congo,,,,,glot
14313,mdt,mber1257,Mbere,language,Bantoid,Niger-Congo,Africa,GA CG,-0.5,14.0,wals1
14314,,mber1262,Mbere (B.60),family,,Atlantic-Congo,,,,,glot
14315,,mber1254,Mbere (Mboum),dialect,,Atlantic-Congo,Africa,,,,glot
14316,,mber1255,Mbere (Northwest Gbaya),dialect,,Atlantic-Congo,Africa,,,,glot
14317,mdt,mber1257,Mbere-Mbamba,language,,Atlantic-Congo,Africa,CG GA,-0.477445,14.2877,glot
14318,,mber1261,Mberem,dialect,,Afro-Asiatic,Africa,,,,glot
14319,zms,mbes1238,Mbesa,language,,Atlantic-Congo,Africa,CD,1.6207,22.8389,glot
14320,emz,mbes1239,Mbessa,language,,Atlantic-Congo,Africa,CM,6.31,10.407,glot
14321,,mbey1234,Mbeya,family,,Atlantic-Congo,,,,,glot
14322,,mbii1238,Mbi,dialect,,Atlantic-Congo,Africa,,,,glot
14323,,mbib1238,Mbibji,dialect,,Atlantic-Congo,Africa,,,,glot
14324,,mbid1238,Mbida-Bani,dialect,,Atlantic-Congo,Africa,,,,glot
14325,,mbil1239,Mbila,dialect,,Atlantic-Congo,Africa,,,,glot
14326,baw,bamb1266,Mbili,language,Bantoid,Niger-Congo,Africa,CM,6.11666666667,10.2,wals1
14327,,mbin1238,Mbinga,dialect,,Atlantic-Congo,Africa,,,,glot
14328,,mbir1238,Mbire,dialect,,Atlantic-Congo,Africa,,,,glot
14329,,mbiy1238,Mbiywom,language,,Pama-Nyungan,Australia,AU,-12.89620501,142.2710997,glot
14330,,mbiz1238,Mbizenaku,dialect,,Atlantic-Congo,Africa,,,,glot
14331,,mbla1238,Mblafe,dialect,,more1255,Papunesia,,,,glot
14332,bfh,blaf1238,Mblafe-Ránmo,language,,more1255,Papunesia,PG,-8.56161,141.226,glot
14333,mbo,mboc1235,Mbo (Cameroon),language,,Atlantic-Congo,Africa,CM,5.13981,9.92766,glot
14334,zmw,mbod1238,Mbo (Democratic Republic of Congo),language,,Atlantic-Congo,Africa,CD,1.11602,28.018,glot
14335,,mbob1238,Mbobyeng,dialect,,Atlantic-Congo,Africa,,,,glot
14336,gmm,gbay1281,Mbodomo,language,Gbaya-Manza-Ngbaka,Niger-Congo,Africa,CF,4.5,15.5,wals1
14337,,mbod1237,Mbodomo-Bofi,family,,Atlantic-Congo,,,,,glot
14338,moi,mboi1246,Mboi,language,,Atlantic-Congo,Africa,NG,9.86954,12.545,glot
14339,,mboj1237,Mbojo,dialect,,Austronesian,Papunesia,,,,glot
14340,,mbok1242,Mboka,dialect,,Atlantic-Congo,Africa,,,,glot
14341,mdu,mbok1243,Mboko,language,,Atlantic-Congo,Africa,CG,0.43541,14.7935,glot
14342,,mbol1235,Mbol Fle,dialect,,west1493,Papunesia,,,,glot
14343,mdq,mbol1247,Mbole,language,,Atlantic-Congo,Africa,CD,-0.57181,24.0443,glot
14344,,mbol1248,Mbololo,dialect,,Atlantic-Congo,Africa,,,,glot
14345,xmb,mbon1252,Mbonga,language,,Atlantic-Congo,Africa,CM,5.7517,13.6471,glot
14346,,mbon1250,Mbonge,dialect,,Atlantic-Congo,Africa,,,,glot
14347,bgu,mbon1253,Mbongno,language,,Atlantic-Congo,Africa,CM NG,6.82543,11.1316,glot
14348,,mbon1254,Mbongno-Mvano,family,,Atlantic-Congo,,,,,glot
14349,,mbon1251,Mbonjoku,dialect,,Atlantic-Congo,Africa,,,,glot
14350,,koyo1244,Mboshi (C.20),family,,Atlantic-Congo,,,,,glot
14351,mdw,mbos1242,Mbosi,language,,Atlantic-Congo,Africa,CG,-1.23019,15.5322,glot
14352,,mbot1238,Mboto,dialect,,cent2225,Africa,,,,glot
14353,,mbou1244,Mboum,dialect,,Atlantic-Congo,Africa,,,,glot
14354,,mbou1245,Mbour Sign Language,language,,,Africa,,14.420649,-16.970045,glot
14355,mxo,mbow1246,Mbowe,language,,Atlantic-Congo,Africa,ZM,-14.2941,23.9819,glot
14356,,mbow1244,Mbowela,dialect,,Atlantic-Congo,Africa,,,,glot
14357,,mbow1247,Mbowid,dialect,,Nuclear Trans New Guinea,Papunesia,,,,glot
14358,,mboz1235,Mbozi,family,,Atlantic-Congo,,,,,glot
14359,,mboz1234,Mbozi-Malawi Nyika,family,,Atlantic-Congo,,,,,glot
14360,mka,mbre1244,Mbre,language,,Atlantic-Congo,Africa,CI,8.20929,-5.72944,glot
14361,,mbre1245,Mbre (Banda-Mbres),dialect,,Atlantic-Congo,Africa,,,,glot
14362,,mbre1246,Mbrerewi,dialect,,Atlantic-Congo,Africa,,,,glot
14363,mhd,mbug1240,Mbugu,language,Southern Cushitic,Afro-Asiatic,Africa,TZ,-4.33333333333,38.1666666667,wals1
14364,mgz,mbug1242,Mbugwe,language,,Atlantic-Congo,Africa,TZ,-3.75763,35.8133,glot
14365,,mbug1243,Mbugwe-Langi,family,,Atlantic-Congo,,,,,glot
14366,,mbuk1244,Mbuk,language,,Atlantic-Congo,Africa,CM,6.535575,10.415141,glot
14367,,mbuk1241,Mbukambero,dialect,,Austronesian,Papunesia,,,,glot
14368,mqb,mbuk1243,Mbuko,language,,Afro-Asiatic,Africa,CM,10.7788,14.1677,glot
14369,mhw,mbuk1240,Mbukushu,language,,Atlantic-Congo,Africa,AO BW NA ZM,-17.6827,22.5026,glot
14370,mna,mbul1263,Mbula,language,,Austronesian,Papunesia,PG,-5.66965,148.041,glot
14371,,mbul1261,Mbula (Atlantic-Congo),dialect,,Atlantic-Congo,Africa,,,,glot
14372,mbu,mbul1260,Mbula-Bwazza,language,,Atlantic-Congo,Africa,NG,9.60769,12.2439,glot
14373,mlb,mbul1262,Mbule,language,,Atlantic-Congo,Africa,CM,4.50635,10.9924,glot
14374,,mbul1259,Mbuli,dialect,,Atlantic-Congo,Africa,,,,glot
14375,mbv,mbul1258,Mbulungish,language,,Atlantic-Congo,Africa,GN,10.8553,-14.7372,glot
14376,mdd,mbum1254,Mbum,language,,Atlantic-Congo,Africa,CF CM,7.5789,14.2722,glot
14377,,mbum1255,Mbumi,dialect,,Atlantic-Congo,Africa,,,,glot
14378,,mbum1257,Mbumic,family,,Atlantic-Congo,,,,,glot
14379,mck,mbun1249,Mbunda,language,,Atlantic-Congo,Africa,AO ZM,-14.603,21.9768,glot
14380,,mbun1247,Mbundu (H.20),family,,Atlantic-Congo,,,,,glot
14381,mgy,mbun1248,Mbunga,language,,Atlantic-Congo,Africa,TZ,-8.19661,36.5362,glot
14382,,mbur1240,Mbure-Yambassa,family,,Atlantic-Congo,,,,,glot
14383,bbt,mbur1239,Mburku,language,,Afro-Asiatic,Africa,NG,10.9276,9.81365,glot
14384,,mbut1238,Mbutu,dialect,,Atlantic-Congo,Africa,,,,glot
14385,zmp,mpuo1241,Mbuun,language,,Atlantic-Congo,Africa,CD,-5.21134,19.4269,glot
14386,,mbwa1238,Mbwaanz,dialect,,Atlantic-Congo,Africa,,,,glot
14387,mfu,mbwe1238,Mbwela,language,,Atlantic-Congo,Africa,AO,-13.3267,18.2243,glot
14388,,mbwe1239,Mbwela-Mbunda,family,,Atlantic-Congo,,,,,glot
14389,,mbwi1238,Mbwila,dialect,,Atlantic-Congo,Africa,,,,glot
14390,,mbya1238,Mbyam,dialect,,Atlantic-Congo,Africa,,,,glot
14391,gun,mbya1239,Mbyá Guaraní,language,,Tupian,South America,AR BR PY UY,-26.0188,-52.711,glot
14392,,mdun1238,Mdundulu,dialect,,Atlantic-Congo,Africa,,,,glot
14393,,mdzo1234,Mdzorganrabar,dialect,,Sino-Tibetan,Eurasia,,,,glot
14394,mym,meen1242,Me'en,language,Surmic,Eastern Sudanic,Africa,ET,5.0,37.0,wals1
14395,meg,meaa1237,Mea,dialect,,Austronesian,Papunesia,NC,-21.4939,165.771,glot
14396,,meak1234,Meakambut,language,,araf1243,Papunesia,PG,-4.833,143.783,glot
14397,,meax1236,Meax,family,,east1459,,,,,glot
14398,,meca1234,Mecatlán,dialect,,toto1251,North America,,,,glot
14399,,mech1238,Mech,dialect,,Sino-Tibetan,Eurasia,,,,glot
14400,,mech1243,Mecha,dialect,,Afro-Asiatic,Africa,,,,glot
14401,,meck1238,Mecklenburg-Vorpommern,dialect,,Indo-European,Eurasia,,,,glot
14402,,meck1239,Mecklenburgish,dialect,,Indo-European,Eurasia,,,,glot
14403,mjm,mede1237,Medebur,language,,Austronesian,Papunesia,PG,-4.49918,145.425,glot
14404,,mede1238,Medefidrin,language,,spee1234,Africa,NG,,,glot
14405,mue,medi1245,Media Lengua,language,,mixe1287,South America,EC,-1.04518,-78.5392,glot
14406,mwx,medi1249,Mediak,language,,,Africa,,-2.780485,36.59766,glot
14407,,medi1251,Medieval Greek,language,,Indo-European,Eurasia,TR,41.013889,28.955556,glot
14408,,medi1250,Medieval Latin,dialect,,Indo-European,Eurasia,,46.2,1.3,glot
14409,,alto1250,Medio Rio Negro,family,,araw1281,,,,,glot
14410,pml,ling1242,Mediterranean Lingua Franca,language,,pidg1258,Africa,TN,33.8613,10.8531,glot
14411,mud,medn1235,Mednyj Aleut,language,,eski1264,Eurasia,RU,54.6601,167.782,glot
14412,,medo1241,Medo,dialect,,Atlantic-Congo,Africa,,,,glot
14413,,medo1242,Medogo,dialect,,cent2225,Africa,,,,glot
14414,byv,medu1238,Medumba,language,,Atlantic-Congo,Africa,CM,5.10901,10.6118,glot
14415,,meee1238,Mee,dialect,,Nuclear Trans New Guinea,Papunesia,,,,glot
14416,,meek1238,Meeka,dialect,,Atlantic-Congo,Africa,,,,glot
14417,mfj,mefe1242,Mefele,language,,Afro-Asiatic,Africa,CM,10.677,13.8201,glot
14418,,mega1242,Megara,dialect,,Indo-European,Eurasia,,,,glot
14419,,mege1234,Megeb,dialect,,nakh1245,Eurasia,,,,glot
14420,,megh1234,Meghri,dialect,,Indo-European,Eurasia,,,,glot
14421,,megi1246,Megi,dialect,,Nuclear Trans New Guinea,Papunesia,,,,glot
14422,,megi1245,Megiar,dialect,,Austronesian,Papunesia,,,,glot
14423,ruq,megl1237,Megleno Romanian,language,,Indo-European,Eurasia,GR MK,41.1174,22.3782,glot
14424,,meha1242,Mehalaan,dialect,,Austronesian,Papunesia,,,,glot
14425,,meha1241,Mehari,dialect,,Indo-European,Eurasia,,,,glot
14426,nux,mehe1243,Mehek,language,Tama Sepik,Sepik,Papunesia,PG,-3.75,142.5,wals1
14427,,mehe1245,Mehek Sign Language,language,,,Papunesia,,-3.72792,142.5109,glot
14428,,mehe1244,Mehek-Pahi,family,,sepi1257,,,,,glot
14429,,mehe1242,Meherrin,language,,uncl1493,North America,US,,,glot
14430,mmh,mehi1240,Mehináku,language,,araw1281,South America,BR,-12.5364,-53.521,glot
14431,gdq,mehr1241,Mehri,language,Semitic,Afro-Asiatic,Eurasia,YE OM,17.0,51.5,wals1
14432,,meht1234,Mehtishen,dialect,,Indo-European,Eurasia,,,,glot
14433,,meib1238,Meibuil,dialect,,timo1261,Papunesia,,,,glot
14434,,meif1236,Meifu,dialect,,taik1256,Eurasia,,,,glot
14435,,meil1234,Meiliang,dialect,,taik1256,Eurasia,,,,glot
14436,,mein1238,Mein,dialect,,ijoi1239,Africa,,,,glot
14437,,meis1234,Meissnisch,dialect,,Indo-European,Eurasia,,,,glot
14438,,meit1246,Meitei,dialect,,Sino-Tibetan,Eurasia,,,,glot
